issue_type,priority,image_id,image_path,label_path,label_line_index,label_line,gt_class_id,gt_class_name,pred_class_id,pred_class_name,pred_score,iou,gt_bbox_xyxy,pred_bbox_xyxy,suggested_action
class_confusion,0.658611,60,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00060.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00060.txt,96,189 0.732077 0.663896 0.076127 0.032580,189,YELLOW LABEL TEA 25POS LIPTON,27,YELLOW LABEL TEA 50POS LIPTON,0.473118,0.936851,"[939.0, 974.0, 1042.0, 1023.0]","[938.6, 976.6, 1042.1, 1023.3]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.654305,122,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00122.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00122.txt,17,261 0.607258 0.409774 0.075806 0.147870,261,MÜSLI HASSELNØTT 600G AXA,260,MUSLI ENERGI 675G AXA,0.456468,0.95106,"[353.0, 134.0, 400.0, 193.0]","[352.3, 132.1, 399.9, 193.1]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.652763,26,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00026.jpeg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00026.txt,2,348 0.398959 0.038462 0.109280 0.076923,348,ALI ORIGINAL HELE BØNNER 250G,171,ALI ORIGINAL FILTERMALT 250G,0.456803,0.946702,"[397.0, 0.0, 523.0, 120.0]","[397.1, 0.2, 527.6, 122.0]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.64386,178,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00178.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00178.txt,47,186 0.790678 0.572519 0.057627 0.049965,186,SUPERGRØT SKOGSBÆR 57G BARE BRA,268,SUPERGRØT KANEL&PUFFET QUINOA 54G,0.550102,0.784497,"[899.0, 789.0, 967.0, 861.0]","[889.8, 785.5, 966.5, 865.8]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.634314,34,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00034.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00034.txt,77,325 0.781994 0.249008 0.029266 0.083995,325,NESCAFE GULL 100G,146,NESCAFE GULL 200G NESTLE,0.477734,0.869183,"[3094.0, 626.0, 3212.0, 880.0]","[3094.3, 618.5, 3224.1, 882.9]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.633473,152,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00152.jpeg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00152.txt,14,240 0.767733 0.417328 0.051339 0.096561,240,SUPERGRANOLA GLUTENFRI 350G BARE BRA,47,GRANOLA EPLE&KANEL 430G BARE BRA,0.566257,0.734298,"[2992.0, 1116.0, 3199.0, 1408.0]","[2945.1, 1114.5, 3186.3, 1395.3]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.626288,122,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00122.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00122.txt,12,97 0.349194 0.788221 0.104839 0.233083,97,CHEERIOS MULTI 375G NESTLE,181,CHEERIOS HAVRE 375G NESTLE,0.452284,0.887293,"[184.0, 268.0, 249.0, 361.0]","[183.7, 272.4, 247.0, 357.9]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.623752,36,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00036.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00036.txt,85,49 0.185144 0.560020 0.045883 0.090939,49,EVERGOOD DARK ROAST FILTERMALT 250G,347,EVERGOOD DARK ROAST PRESSMALT 250G,0.409188,0.945598,"[654.0, 1556.0, 839.0, 1831.0]","[652.9, 1566.5, 841.2, 1831.0]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.617975,34,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00034.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00034.txt,72,189 0.788814 0.434358 0.060764 0.038029,189,YELLOW LABEL TEA 25POS LIPTON,27,YELLOW LABEL TEA 50POS LIPTON,0.432823,0.895702,"[3058.0, 1256.0, 3303.0, 1371.0]","[3058.1, 1266.0, 3303.4, 1373.0]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.60311,13,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00013.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00013.txt,75,348 0.603750 0.721000 0.031000 0.054667,348,ALI ORIGINAL HELE BØNNER 250G,171,ALI ORIGINAL FILTERMALT 250G,0.46671,0.807709,"[2353.0, 2081.0, 2477.0, 2245.0]","[2351.7, 2057.4, 2475.3, 2235.9]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.595653,168,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00168.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00168.txt,25,97 0.823711 0.582862 0.105155 0.111560,97,CHEERIOS MULTI 375G NESTLE,181,CHEERIOS HAVRE 375G NESTLE,0.430566,0.843284,"[374.0, 652.0, 425.0, 790.0]","[376.7, 648.1, 423.1, 783.2]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.594919,64,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00064.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00064.txt,79,325 0.284375 0.612500 0.036806 0.046875,325,NESCAFE GULL 100G,146,NESCAFE GULL 200G NESTLE,0.559903,0.647444,"[383.0, 1131.0, 436.0, 1221.0]","[380.5, 1090.7, 435.5, 1219.9]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.591464,183,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00183.jpeg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00183.txt,25,261 0.721354 0.302083 0.037946 0.070437,261,MÜSLI HASSELNØTT 600G AXA,260,MUSLI ENERGI 675G AXA,0.43012,0.83348,"[2832.0, 807.0, 2985.0, 1020.0]","[2839.0, 815.5, 2992.7, 1010.1]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.589086,243,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00243.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00243.txt,3,117 0.308700 0.248884 0.113208 0.064732,117,GRANOLA HASSELNØTT&KOKOS 450G BARE BRA,78,MUSLI HAVRE&MANDEL 400G BARE BRA,0.445312,0.804746,"[481.0, 873.0, 697.0, 1134.0]","[480.7, 883.0, 671.6, 1149.7]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.585009,152,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00152.jpeg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00152.txt,54,186 0.880952 0.607804 0.026786 0.038360,186,SUPERGRØT SKOGSBÆR 57G BARE BRA,268,SUPERGRØT KANEL&PUFFET QUINOA 54G,0.600894,0.56118,"[3498.0, 1780.0, 3606.0, 1896.0]","[3516.6, 1771.5, 3635.5, 1884.3]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.583652,168,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00168.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00168.txt,26,97 0.900000 0.565885 0.109278 0.101859,97,CHEERIOS MULTI 375G NESTLE,181,CHEERIOS HAVRE 375G NESTLE,0.446011,0.790113,"[410.0, 637.0, 463.0, 763.0]","[417.8, 632.6, 461.2, 764.2]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.583025,12,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00012.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00012.txt,163,49 0.186250 0.423333 0.037000 0.088000,49,EVERGOOD DARK ROAST FILTERMALT 250G,347,EVERGOOD DARK ROAST PRESSMALT 250G,0.420474,0.826851,"[671.0, 1138.0, 819.0, 1402.0]","[649.4, 1140.9, 825.6, 1403.7]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.576763,36,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00036.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00036.txt,17,137 0.413070 0.589451 0.041419 0.072421,137,NESCAFE AZERA ESPRESSO 100G,292,NESCAFE AZERA AMERICANO 100G,0.574202,0.580606,"[1582.0, 1673.0, 1749.0, 1892.0]","[1593.3, 1680.6, 1713.0, 1858.0]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.57648,168,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00168.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00168.txt,27,97 0.967010 0.547696 0.065979 0.092967,97,CHEERIOS MULTI 375G NESTLE,181,CHEERIOS HAVRE 375G NESTLE,0.357287,0.90527,"[453.0, 620.0, 485.0, 735.0]","[454.0, 622.3, 484.9, 740.4]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.567559,62,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00062.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00062.txt,87,189 0.847778 0.434146 0.062963 0.035772,189,YELLOW LABEL TEA 25POS LIPTON,27,YELLOW LABEL TEA 50POS LIPTON,0.339376,0.909833,"[1102.0, 512.0, 1187.0, 556.0]","[1104.6, 511.5, 1190.8, 555.6]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.554687,13,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00013.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00013.txt,76,348 0.632250 0.726167 0.035000 0.076333,348,ALI ORIGINAL HELE BØNNER 250G,171,ALI ORIGINAL FILTERMALT 250G,0.32506,0.899127,"[2459.0, 2064.0, 2599.0, 2293.0]","[2462.9, 2058.4, 2604.8, 2289.7]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.554184,116,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00116.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00116.txt,66,186 0.822167 0.753625 0.080333 0.054250,186,SUPERGRØT SKOGSBÆR 57G BARE BRA,268,SUPERGRØT KANEL&PUFFET QUINOA 54G,0.489507,0.651199,"[2346.0, 2906.0, 2587.0, 3123.0]","[2339.4, 2921.6, 2541.7, 3157.1]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.551406,36,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00036.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00036.txt,18,137 0.385665 0.589451 0.040179 0.071098,137,NESCAFE AZERA ESPRESSO 100G,292,NESCAFE AZERA AMERICANO 100G,0.492004,0.640509,"[1474.0, 1675.0, 1636.0, 1890.0]","[1477.2, 1680.8, 1604.9, 1855.5]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.549952,15,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00015.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00015.txt,12,325 0.534557 0.575893 0.040675 0.061839,325,NESCAFE GULL 100G,106,NESCAFE GOLD KOFFEINFRI 100G,0.489943,0.639966,"[1555.0, 1648.0, 1678.0, 1835.0]","[1560.9, 1581.8, 1686.3, 1827.2]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.540414,296,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00296.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00296.txt,148,345 0.614955 0.316634 0.019097 0.025463,345,KNEKKEBRØD URTER&HAVSALT 220G SIGDAL,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.361736,0.808431,"[2441.0, 919.0, 2518.0, 996.0]","[2443.1, 918.8, 2527.1, 1001.8]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.538623,36,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00036.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00036.txt,29,160 0.490823 0.876653 0.027282 0.082672,160,ALI ORIGINAL KOKMALT 250G,171,ALI ORIGINAL FILTERMALT 250G,0.486941,0.616147,"[1924.0, 2526.0, 2034.0, 2776.0]","[1911.4, 2534.3, 2008.5, 2755.1]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
box_near_miss,0.513872,252,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00252.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00252.txt,58,143 0.311000 0.478000 0.078000 0.020667,143,KORNMO KNEKKEBRØD HAVRE&SOLSIKKE 200G,143,KORNMO KNEKKEBRØD HAVRE&SOLSIKKE 200G,0.894526,0.425537,"[1088.0, 1403.0, 1400.0, 1465.0]","[1073.5, 1404.4, 1391.4, 1537.3]",Check bbox tightness/extent for occluded or adjacent items.
class_confusion,0.506594,13,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00013.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00013.txt,3,178 0.405250 0.287333 0.048000 0.112667,178,NESCAFE GOLD ORGANIC&FAIRTRADE 100G,146,NESCAFE GULL 200G NESTLE,0.395508,0.673223,"[1525.0, 693.0, 1717.0, 1031.0]","[1527.1, 695.6, 1674.7, 991.6]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.504647,296,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00296.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00296.txt,147,345 0.598338 0.316468 0.020089 0.025794,345,KNEKKEBRØD URTER&HAVSALT 220G SIGDAL,92,KNEKKEBRØD GODT FOR DEG 235G SIGDAL,0.283778,0.835949,"[2372.0, 918.0, 2453.0, 996.0]","[2374.2, 921.4, 2451.4, 1003.4]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.498211,26,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00026.jpeg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00026.txt,3,348 0.500434 0.038462 0.114484 0.076923,348,ALI ORIGINAL HELE BØNNER 250G,171,ALI ORIGINAL FILTERMALT 250G,0.225318,0.907552,"[511.0, 0.0, 643.0, 120.0]","[515.7, 0.2, 648.5, 122.3]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
box_near_miss,0.494718,75,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00075.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00075.txt,48,213 0.689145 0.251759 0.042763 0.047236,213,EGG FRITTGÅENDE M/L 6PK PRIOR,213,EGG FRITTGÅENDE M/L 6PK PRIOR,0.912826,0.458037,"[812.0, 227.0, 864.0, 274.0]","[766.2, 225.9, 860.7, 269.1]",Check bbox tightness/extent for occluded or adjacent items.
class_confusion,0.492486,13,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00013.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00013.txt,78,348 0.715875 0.730833 0.041750 0.071000,348,ALI ORIGINAL HELE BØNNER 250G,171,ALI ORIGINAL FILTERMALT 250G,0.260743,0.840099,"[2780.0, 2086.0, 2947.0, 2299.0]","[2775.7, 2064.1, 2955.4, 2298.3]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.488934,13,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00013.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00013.txt,87,160 0.672375 0.870500 0.025750 0.081667,160,ALI ORIGINAL KOKMALT 250G,171,ALI ORIGINAL FILTERMALT 250G,0.333524,0.722049,"[2638.0, 2489.0, 2741.0, 2734.0]","[2642.6, 2468.0, 2761.4, 2728.3]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.483439,13,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00013.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00013.txt,4,178 0.434000 0.286333 0.039000 0.112667,178,NESCAFE GOLD ORGANIC&FAIRTRADE 100G,146,NESCAFE GULL 200G NESTLE,0.266432,0.808948,"[1658.0, 690.0, 1814.0, 1028.0]","[1660.2, 698.7, 1808.1, 987.1]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.483245,15,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00015.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00015.txt,11,325 0.501984 0.575728 0.036376 0.064815,325,NESCAFE GULL 100G,106,NESCAFE GOLD KOFFEINFRI 100G,0.353044,0.678547,"[1463.0, 1643.0, 1573.0, 1839.0]","[1461.4, 1583.3, 1581.5, 1832.0]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.480445,122,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00122.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00122.txt,30,186 0.884677 0.611529 0.056452 0.090226,186,SUPERGRØT SKOGSBÆR 57G BARE BRA,268,SUPERGRØT KANEL&PUFFET QUINOA 54G,0.294622,0.759178,"[531.0, 226.0, 566.0, 262.0]","[526.1, 223.9, 567.8, 260.2]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
class_confusion,0.478196,15,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00015.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00015.txt,9,178 0.433366 0.577546 0.038690 0.067130,178,NESCAFE GOLD ORGANIC&FAIRTRADE 100G,146,NESCAFE GULL 200G NESTLE,0.344091,0.679354,"[1252.0, 1645.0, 1369.0, 1848.0]","[1242.2, 1583.9, 1373.2, 1845.7]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
box_near_miss,0.471294,261,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00261.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00261.txt,10,333 0.393375 0.343667 0.077750 0.061333,333,MELBATOAST RUND 110G MEULEN,333,MELBATOAST RUND 110G MEULEN,0.883355,0.466472,"[1418.0, 939.0, 1729.0, 1123.0]","[1571.2, 948.4, 1736.7, 1126.0]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.467282,270,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00270.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00270.txt,23,82 0.610294 0.453053 0.029412 0.077765,82,FRØ & HAVSALT 200G LEKSANDS,82,FRØ & HAVSALT 200G LEKSANDS,0.904901,0.483609,"[2754.0, 1438.0, 2890.0, 1708.0]","[2765.6, 1433.1, 2899.7, 1589.0]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.455637,296,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00296.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00296.txt,93,66 0.790551 0.399967 0.045387 0.022817,66,RYVITA KNEKKEBRØD SESAM 250G,66,RYVITA KNEKKEBRØD SESAM 250G,0.865096,0.47331,"[3096.0, 1175.0, 3279.0, 1244.0]","[3098.5, 1180.2, 3193.3, 1245.6]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.45126,303,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00303.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00303.txt,97,109 0.382688 0.539187 0.073413 0.052579,109,KNEKKEBRØD 100 FRØ&HAVSALT 245G WASA,109,KNEKKEBRØD 100 FRØ&HAVSALT 245G WASA,0.847075,0.467272,"[1395.0, 1551.0, 1691.0, 1710.0]","[1404.1, 1561.6, 1570.2, 1694.0]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.443799,261,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00261.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00261.txt,37,236 0.011750 0.432500 0.023500 0.040333,236,LEKSANDS KNEKKE RUTBIT 200G,236,LEKSANDS KNEKKE RUTBIT 200G,0.723873,0.38691,"[0.0, 1237.0, 94.0, 1358.0]","[0.0, 1246.4, 41.1, 1369.7]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.443368,261,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00261.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00261.txt,31,212 0.202000 0.425667 0.039000 0.039333,212,KNEKKEBRØD 220G SIGDAL,212,KNEKKEBRØD 220G SIGDAL,0.858556,0.483588,"[730.0, 1218.0, 886.0, 1336.0]","[786.5, 1225.1, 913.9, 1328.6]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.44286,12,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00012.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00012.txt,168,282 0.866875 0.859167 0.047750 0.063667,282,FILTERPOSER NR.4 200STK ALI,282,FILTERPOSER NR.4 200STK ALI,0.809754,0.453093,"[3372.0, 2482.0, 3563.0, 2673.0]","[3290.4, 2479.2, 3515.6, 2639.7]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.442386,304,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00304.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00304.txt,11,66 0.553571 0.424769 0.036210 0.053241,66,RYVITA KNEKKEBRØD SESAM 250G,66,RYVITA KNEKKEBRØD SESAM 250G,0.814335,0.456751,"[2159.0, 1204.0, 2305.0, 1365.0]","[2175.2, 1201.7, 2330.9, 1296.4]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.437218,252,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00252.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00252.txt,9,333 0.702000 0.353333 0.083000 0.062000,333,MELBATOAST RUND 110G MEULEN,333,MELBATOAST RUND 110G MEULEN,0.838588,0.478626,"[2642.0, 967.0, 2974.0, 1153.0]","[2662.6, 975.9, 2834.7, 1164.2]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.405229,261,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00261.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00261.txt,81,21 0.295875 0.512667 0.018250 0.062000,21,KNEKKEBRØD RUNDA SESAM&HAVSALT 290G WASA,21,KNEKKEBRØD RUNDA SESAM&HAVSALT 290G WASA,0.74869,0.458749,"[1147.0, 1445.0, 1220.0, 1631.0]","[1160.9, 1449.5, 1273.4, 1632.0]",Check bbox tightness/extent for occluded or adjacent items.
box_near_miss,0.396246,304,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00304.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00304.txt,12,66 0.520461 0.424769 0.036458 0.053241,66,RYVITA KNEKKEBRØD SESAM 250G,66,RYVITA KNEKKEBRØD SESAM 250G,0.781042,0.492671,"[2025.0, 1204.0, 2172.0, 1365.0]","[2039.4, 1210.5, 2177.0, 1300.1]",Check bbox tightness/extent for occluded or adjacent items.
class_confusion,0.392485,13,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00013.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00013.txt,73,160 0.546000 0.830167 0.020500 0.065667,160,ALI ORIGINAL KOKMALT 250G,171,ALI ORIGINAL FILTERMALT 250G,0.283266,0.556314,"[2143.0, 2392.0, 2225.0, 2589.0]","[2103.0, 2392.5, 2225.4, 2628.8]",Verify GT class vs sibling class; fix inconsistent SKU labeling first.
box_near_miss,0.392232,270,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/images/img_00270.jpg,/cluster/home/oskarjor/ainm/tasks/norgesgruppen-data/data/yolo/val/labels/img_00270.txt,24,233 0.568231 0.452909 0.039576 0.082085,233,LEKSANDS KNEKKE GODT STEKT 200G,233,LEKSANDS KNEKKE GODT STEKT 200G,0.660644,0.406289,"[2536.0, 1430.0, 2719.0, 1715.0]","[2529.1, 1425.6, 2673.7, 1589.0]",Check bbox tightness/extent for occluded or adjacent items.
